Sample	1	2	3	4	5	6	7	8	9	10	12	14	16	18	20	22	24	26	28	30	32	34	36	38	40	42	44	46	48	50	52	54	56	58	60	62	64	66	68	70	72	74	76	78	80	82	84	86	88	90
SRR3437051_R1_process1 - polya	0.002717966536982446	0.004341979737503078	0.004939706818250254	0.006439663454842226	0.007240392185654482	0.008221566827635697	0.009315520164097512	0.011807929312118758	0.014988288496471661	0.01951635307986773	0.02261212824336018	0.026029322686122347	0.029638240909501526	0.03291446198416294	0.03681096587846765	0.04148000382996446	0.04595167906612023	0.05172030928880289	0.05782727559492735	0.06342673777588911	0.067920968750941	0.07216144766341154	0.0763117036202976	0.08010670668956976	0.08438101921038449	0.08936583750642699	0.09543897020420725	0.10272447386765397	0.10951375127538607	0.11634814016091038	0.12450767870658175	0.13521601574751468	0.1444413129560277	0.15217229246267278	0.1603374699430682	0.16811919986222956	0.1768990212275442	0.18589312211237202	0.1936804909662574	0.20411815914043688	0.21328706700170963	0.22153682850296547	0.23323197912060362	0.24781990325166917	0.25819554314388427	0.26505248776830476	0.272439492256784	0.27984341354943537	0.28503123349554293	0.28881495869536705
SRR3437051_R2_process1 - polya	0.0012067320309424136	0.0022330181507158684	0.0028081894925669256	0.004048755131853519	0.004759260907081295	0.005537433898997432	0.0064622191937383465	0.008447124216596897	0.010578641542280226	0.014300338460140005	0.016668691044232593	0.019476880536799517	0.022476793809983464	0.02500303656634889	0.02749544571437014	0.030946473765476476	0.034126832949829385	0.03826581103726738	0.043092739161037036	0.047293745530439364	0.051071831795539445	0.0552220877524255	0.05890995106194111	0.06236661804777148	0.06646048465741725	0.07022729305306925	0.07487941420039398	0.08056909933694023	0.08614036684428183	0.09167216180855524	0.09829791010929045	0.10736531714553063	0.11506810197855558	0.12222391014334962	0.1300507515403032	0.1374208392246104	0.14529279209935622	0.15337338555889118	0.1618317876449361	0.17242170705666443	0.18303418220728881	0.191909865462912	0.20421402103074537	0.21947861732869453	0.23006289780569877	0.23779387731234386	0.2472503708445421	0.2587932702246315	0.26780992684835536	0.27549579487720827
SRR3437052_R1_process1 - polya	0.003499436922498634	0.004997759053108682	0.005681557072447495	0.007340772854666675	0.008275967204644758	0.009522893004615536	0.010930712456195446	0.013635736973873989	0.01661226952864294	0.021474274563206417	0.024712259301840213	0.028453036701752546	0.03281727700165027	0.03656811025478817	0.04053514435227584	0.0457842997360238	0.05039993636656079	0.05602115831965486	0.06178316221790692	0.06703231760165487	0.07169320557170693	0.07667085291836448	0.08165855611824759	0.08657084041893891	0.09200602908735991	0.09737585470981472	0.104374728554812	0.11252499759413712	0.11993113349477	0.1277395035244257	0.13652329131696178	0.14742383621348054	0.15660985813503944	0.16565007018482758	0.17474558942735635	0.18262435042959108	0.19128746798342033	0.20112209243802853	0.21006174595556099	0.22105782145772263	0.23058574238895096	0.23889187715327243	0.24903823305787337	0.26101475424952814	0.2700599942259291	0.27748624183301307	0.28488734980703323	0.29198175425767336	0.297004652943846	0.3006800672977921
SRR3437052_R2_process1 - polya	0.0016491599289936091	0.002755303783806396	0.003469269362821922	0.004364240299897722	0.005249155383747951	0.0061039029079214685	0.007099432377252976	0.00879887157237444	0.011021215135225583	0.014384898039179013	0.016607241602030157	0.01921170758745299	0.022565334638180848	0.024978739412317836	0.028060858425955286	0.03143962510974707	0.03497928544514799	0.038715034918447536	0.04329547606269503	0.04711167236179914	0.050772002935906904	0.05543791883257175	0.05975690779295441	0.0640960084597882	0.06919935397176538	0.07411666619906948	0.07967252510619735	0.08585687483992338	0.0921518389591307	0.09829093735334166	0.10549092826285034	0.11418924130296909	0.12206800230520379	0.1312892197130522	0.14031937590961477	0.14811266215943214	0.15659980228181386	0.16586627102917736	0.1747958686934842	0.1856059109109728	0.1959634397333107	0.20477236715891073	0.2168041955433062	0.23137009894054547	0.24213991774513177	0.25054158311509617	0.25935553846730897	0.2701907203178615	0.27948232869828893	0.28717505641585056
SRR3437053_R1_process1 - polya	0.004445337729788997	0.005993713792973929	0.006673001356177641	0.007761859361901238	0.008590989769929298	0.009569963022781706	0.010678800074481883	0.012756620856046178	0.015333917787024968	0.018695392272584516	0.02087310828403171	0.02354530568339925	0.026682015901722273	0.029019564280982107	0.03193650499356275	0.035512754223370524	0.03879431252502376	0.04236057223184324	0.048364275547805466	0.052854566131041766	0.05719501386945372	0.062269691547504974	0.0673843273175094	0.0718746179007457	0.0777884155098133	0.082533438929251	0.08814255608717578	0.09426613367899747	0.10008003605818218	0.1056192265551889	0.11201252126769445	0.12144263096864008	0.12909460557767016	0.13613222452292034	0.1431598539451823	0.15052213238755194	0.1624096647436169	0.1750813746542626	0.18159454364262761	0.19026544959646324	0.19821710989514196	0.20480520030591914	0.21337621102987187	0.22365043542332802	0.23178690189729012	0.23834002897760828	0.24669626495731278	0.2557367832617151	0.26281436029891847	0.26950734070107274
SRR3437053_R2_process1 - polya	0.0036461758907258067	0.00507467767805126	0.005833881425161291	0.006792875632037119	0.0073622784423696425	0.007991618390631906	0.008920644028542864	0.010628852459540435	0.012396998028467743	0.0152040539881772	0.016967204795610362	0.019184878899010716	0.021842092013895826	0.02404977659430789	0.026736958278157866	0.029738809936138977	0.03249591828090699	0.035772481821066064	0.03949857389569819	0.04303486503355281	0.0465012295104894	0.05101649390119642	0.0550922192804187	0.059377724642395054	0.06538642271985143	0.06988670282607601	0.07495638574263314	0.0807553038373354	0.08652425336307282	0.09187364292330204	0.098626560463386	0.10784689018157756	0.11505433101762871	0.1265123138851972	0.13801025484471885	0.14437857574975366	0.15138123136454487	0.15831396031841805	0.16538654259412727	0.1740574485479629	0.18200910884664162	0.1882275869068521	0.19769265993825674	0.20865616141790488	0.2165329002941715	0.2227913364463351	0.23085787625937917	0.23996832122469952	0.2471208196843151	0.25326437632211335
SRR3437054_R1_process1 - polya	0.004573597476178342	0.006674436756444877	0.007488637625830472	0.008996417013581575	0.009951343959157272	0.010896219042147963	0.01193156088840372	0.014223385557785394	0.0173796704094777	0.02127979309246055	0.023722395700617335	0.02686360275843213	0.03025610638087211	0.03279420168358646	0.03547302306249092	0.03925252339445369	0.042594767703968625	0.04642452734885642	0.052184244610065635	0.0566522975291014	0.061060039272627126	0.0667644712896188	0.07130791317804211	0.07577094016578537	0.08203325055624494	0.08740094517663888	0.09335164782696322	0.10011152541538065	0.10682616962216557	0.11281707972282995	0.12028058769219789	0.13076468036836053	0.1391278300390867	0.1462847561996119	0.15349696760435466	0.16065389376487987	0.17129881624240267	0.18291374345937866	0.1903169402532366	0.19960486128178337	0.20805345178448204	0.21647691263071817	0.22630763423885536	0.23689224554086813	0.2454865880510494	0.25323657410409006	0.2629315955673296	0.2735815439761449	0.28224624952442123	0.29017716910399205
SRR3437054_R2_process1 - polya	0.0032467516149573728	0.004875153353728562	0.005860235887059282	0.006965940771410091	0.007770089778210678	0.008423460846236155	0.009257765440791765	0.01150938265983341	0.01408265948159529	0.01735454075301518	0.019133720430561482	0.021706997252323362	0.02464214112714551	0.026989251040744722	0.029622839038016647	0.032934927759776564	0.03609121261146887	0.03965962382914648	0.04320290539036157	0.047148261454976956	0.050626205909389495	0.05493845495835764	0.059049666755625646	0.06314580075901614	0.06862909179913765	0.07329315603858105	0.07900763991815773	0.0857976730943302	0.09198459451540222	0.09813633441742672	0.10503693808203425	0.11513403404867413	0.12305490176565992	0.13382044659420278	0.1439627759424752	0.15115488362204796	0.15925165893427137	0.16733335645261727	0.17538992431450068	0.18548702028114056	0.19538307899608026	0.20468105188721208	0.21619043454704548	0.22839339572524442	0.2371385161742008	0.24524534334900921	0.2556339433306143	0.26642461781561966	0.2750038825319234	0.281934641784286
SRR3437055_R1_process1 - polya	0.0037011558065904713	0.005310353983368937	0.0059640907426851885	0.00712070193224471	0.00808622083831179	0.009132199653217793	0.010399443217430835	0.013094850163534765	0.016293131539881964	0.021266559654987912	0.024836968109715134	0.0290912857895732	0.03380321920095264	0.037705524779640426	0.041708405244376856	0.04689806936448741	0.05193184241122255	0.05726231137180121	0.06328674704611559	0.06928603899891782	0.07427958209123349	0.07924798146203701	0.08388951245318238	0.0881790313431575	0.09355978774676048	0.09881482554280266	0.105477911743526	0.1134283564856721	0.12089604177478466	0.12874591163088211	0.13704333972989607	0.146688471301962	0.1556848948590141	0.16512384791468032	0.17333578736055294	0.18058220790035845	0.188572882596924	0.19741341508060073	0.20584661927578035	0.2165980745943815	0.22642926970563743	0.23461103668569544	0.2440349035084543	0.2549774511105479	0.26370735121957106	0.2700938564836606	0.2763194419300723	0.28260537230811317	0.2873022194865853	0.29093297287294173
